Entity	Type	Type_id
eu	ORG	383
russia	GPE	384
saudi	NORP	381
polish	NORP	381
pilsudski	PERSON	380
volyn	PERSON	380
european	NORP	381
george soros entangle	PERSON	380
hong kong	GPE	384
kaliningrad	ORG	383
chance ministr	PERSON	380
russia	GPE	384
eu	ORG	383
nato	ORG	383
wadas	ORG	383
russia	GPE	384
syrian	NORP	381
red army	ORG	383
estonia nazi army	ORG	383
ukrainians	NORP	381
eu	ORG	383
red army	ORG	383
khan shaykhun	PERSON	380
marshall konev	PERSON	380
european	NORP	381
estonian	NORP	381
eu army	ORG	383
eu	ORG	383
europe	LOC	385
lithuania	GPE	384
beneficiary molotovribben	PERSON	380
ussr	GPE	384
germany	GPE	384
ussr	GPE	384
nazi	NORP	381
ussr	GPE	384
germany	GPE	384
ussr	GPE	384
nazi	NORP	381
western	NORP	381
el	GPE	384
saudi	NORP	381
western	NORP	381
western	NORP	381
moldova	ORG	383
ukrainian	NORP	381
moldova	ORG	383
ukrainian	NORP	381
russia	GPE	384
ukraine	GPE	384
eu	ORG	383
european un	PERSON	380
[mh russia	PERSON	380
european	NORP	381
russia	GPE	384
russia	GPE	384
eu	ORG	383
poland	GPE	384
uk	GPE	384
russian	NORP	381
french	NORP	381
eu	ORG	383
washington	GPE	384
poland	GPE	384
hong kong	GPE	384
west revenge	GPE	384
china	GPE	384
nato	ORG	383
centre germany	GPE	384
ukraine	GPE	384
september	DATE	391
ussr	GPE	384
eu	ORG	383
ukraine	GPE	384
zelenskyy	PERSON	380
russia	GPE	384
europe	LOC	385
ukraine	GPE	384
americans	NORP	381
ukrainian	NORP	381
environ	ORG	383
ukraine	GPE	384
poland	GPE	384
attacked stalin	PERSON	380
poland	GPE	384
russia	GPE	384
poland	GPE	384
russia	GPE	384
european	NORP	381
na	ORG	383
ussr	GPE	384
marshall	PERSON	380
european	NORP	381
amnesty international red cross missionar	ORG	383
echr	ORG	383
antirussian	NORP	381
russia	GPE	384
wada	GPE	384
russia	GPE	384
gazprom access	PERSON	380
europe	LOC	385
europeans	NORP	381
european	NORP	381
romania	GPE	384
serbia nato	ORG	383
ussr	GPE	384
baltic	NORP	381
poland	GPE	384
zaporizhzhia willi	PERSON	380
nato	ORG	383
britain	GPE	384
german	NORP	381
antirussian	NORP	381
iran	GPE	384
ussr	GPE	384
estonia wwii	GPE	384
ukraine eu	PERSON	380
donbas	GPE	384
russia	GPE	384
mins	PERSON	380
eu	ORG	383
russian	NORP	381
eu	ORG	383
russia	GPE	384
swedish	NORP	381
eat hu	PERSON	380
russia	GPE	384
ukraine	GPE	384
russian	NORP	381
baltic	NORP	381
russia	GPE	384
russian	LANGUAGE	389
russian	LANGUAGE	389
serbia	GPE	384
nato	ORG	383
cit	ORG	383
georgia	GPE	384
georgia	GPE	384
italy	GPE	384
spain	GPE	384
portugal	GPE	384
france	GPE	384
lin	PERSON	380
russia	GPE	384
russian	LANGUAGE	389
zionist	NORP	381
rothschild	PERSON	380
russian	NORP	381
saudi	NORP	381
west hides	GPE	384
mh disaste	PERSON	380
archdiocese russian	NORP	381
russia	GPE	384
finland	GPE	384
antirussian	NORP	381
finland	GPE	384
antirussian	NORP	381
finland	GPE	384
antirussian	NORP	381
ukraine	GPE	384
new chernobyl	GPE	384
ukraine	GPE	384
russia democratic referen	GPE	384
rasmussen	PERSON	380
georgia	GPE	384
nato	ORG	383
ukrainian	NORP	381
ukraine	GPE	384
west genetic	LOC	385
russia	GPE	384
west	LOC	385
syria	GPE	384
eu	ORG	383
russia	GPE	384
nato	ORG	383
europeans	NORP	381
russia	GPE	384
poland	GPE	384
ussr	GPE	384
americans	NORP	381
american	NORP	381
termina	GPE	384
british	NORP	381
hitler germany eu	PERSON	380
soviet	NORP	381
polish	NORP	381
poland	GPE	384
russia	GPE	384
wwii ou	PERSON	380
russia	GPE	384
mh case unfou	PERSON	380
ussr	GPE	384
polish	NORP	381
britain	GPE	384
external forces dictate ukraine	ORG	383
usa	ORG	383
americans	NORP	381
western	NORP	381
neonazis	LOC	385
poland	GPE	384
russia	GPE	384
ukraine	GPE	384
ussr	GPE	384
russia mh	PERSON	380
russian	NORP	381
ukraine	GPE	384
russian	NORP	381
hong kong	GPE	384
johnson yeung chingyi	PERSON	380
mh accid	PERSON	380
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
west	LOC	385
georgia	GPE	384
lithuania	GPE	384
belarusian npp	PERSON	380
nato	ORG	383
russia	GPE	384
uk	GPE	384
americans	NORP	381
ukraine	GPE	384
georgia	GPE	384
sama	GPE	384
western	NORP	381
netherlands	GPE	384
ukraine	GPE	384
russia	GPE	384
russian	NORP	381
europe	LOC	385
russia	GPE	384
european	NORP	381
ma	PERSON	380
european	NORP	381
ma	PERSON	380
ukraine	GPE	384
ukraine	GPE	384
ukraine	GPE	384
nato	ORG	383
russian	NORP	381
ukraine	GPE	384
russia	GPE	384
russia wada poli	FAC	9191306739292312949
british	NORP	381
[wwii	PERSON	380
poland	GPE	384
ukraine	GPE	384
western control coup	ORG	383
ukraine	GPE	384
antirussian	NORP	381
ukraine	GPE	384
ukraine	GPE	384
pompeo belarusian	PERSON	380
state department	ORG	383
soviet union	GPE	384
nec	ORG	383
nec	ORG	383
german	NORP	381
nato	ORG	383
russia	GPE	384
eu	ORG	383
russia	GPE	384
european	NORP	381
baltic	NORP	381
nato	ORG	383
syria	GPE	384
syrian	NORP	381
rasputin	PERSON	380
empire russi	PERSON	380
ukrainian	NORP	381
donbas secret	PERSON	380
poland	GPE	384
rothschild	PERSON	380
emmanuel macron rothsch	PERSON	380
november	DATE	391
ukrainian	NORP	381
ussr	GPE	384
world war   	EVENT	387
russia	GPE	384
g ukraine	ORG	383
world war ii	EVENT	387
moscow	GPE	384
russia	GPE	384
poles	NORP	381
jews wwii	NORP	381
poles	NORP	381
poland	GPE	384
new year fireworks	EVENT	387
new year fireworks	EVENT	387
george soros	PERSON	380
georgian	NORP	381
eu	ORG	383
george soros	PERSON	380
george soros	PERSON	380
poroshenko power armed coup	ORG	383
ukrainian	NORP	381
nato	ORG	383
russia	GPE	384
eastern eu	PERSON	380
eu	ORG	383
antieuropean	NORP	381
russia	GPE	384
wada	GPE	384
russia	GPE	384
wada	GPE	384
russia	GPE	384
wada	GPE	384
russia	GPE	384
wada	GPE	384
russia	GPE	384
russian	NORP	381
french	NORP	381
european	NORP	381
west develops old	GPE	384
russia	GPE	384
ukraine	GPE	384
million	CARDINAL	397
italian	NORP	381
russia	GPE	384
russia yoke econo	ORG	383
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
nato	ORG	383
albania	GPE	384
february	DATE	391
ukraine russian	NORP	381
ukraine	GPE	384
cis hurry	PERSON	380
putin	PERSON	380
ukrainian	NORP	381
baltic	NORP	381
ukrainian	NORP	381
baltic	NORP	381
german	NORP	381
abkha	PERSON	380
european	NORP	381
ukraine	GPE	384
rulin	PERSON	380
nazi	NORP	381
georgia	GPE	384
eu	ORG	383
baltic	NORP	381
genocide donbas	ORG	383
ukraine	GPE	384
genocide donbas	ORG	383
ukraine	GPE	384
hong kong	GPE	384
tw	PERSON	380
latvia lithuania	ORG	383
russia	GPE	384
russia	GPE	384
russia	GPE	384
hong kong	GPE	384
hong kong	GPE	384
hong k	GPE	384
russia	GPE	384
climate mafia	ORG	383
poland	GPE	384
ukraine	GPE	384
usa	ORG	383
georgia	GPE	384
west georgia	LOC	385
un	ORG	383
russia	GPE	384
nato	ORG	383
georgia	GPE	384
eu	ORG	383
russia	GPE	384
eu	ORG	383
ukraine lacks	PERSON	380
western	NORP	381
belarusian democrati	LOC	385
denmark washington	GPE	384
poland	GPE	384
russia	GPE	384
poland	GPE	384
moscow	GPE	384
poland	GPE	384
poland	GPE	384
eu	ORG	383
pola	PRODUCT	386
poland	GPE	384
russia	GPE	384
russia	GPE	384
polish	NORP	381
russian	NORP	381
ukraine	GPE	384
nazi	NORP	381
moscow	GPE	384
ukraine	GPE	384
russian	NORP	381
poland foundation	ORG	383
sweden	GPE	384
united states	GPE	384
inf treaty russi	PRODUCT	386
venezuelan	NORP	381
british	NORP	381
washington latvia	ORG	383
belarusian	NORP	381
soviet union	GPE	384
latvia	GPE	384
russian	NORP	381
european	NORP	381
ukraine	GPE	384
ukraine	GPE	384
bosnia	GPE	384
nato	ORG	383
serbs	NORP	381
mh tragedy activ	PERSON	380
washington	GPE	384
russias viola	PERSON	380
wwii french	NORP	381
ussr	GPE	384
wwii europe	LOC	385
nato	ORG	383
russian	LANGUAGE	389
nato	ORG	383
russian	LANGUAGE	389
nato	ORG	383
russian	LANGUAGE	389
[munich conspiracy	PERSON	380
european	NORP	381
baltic	NORP	381
ussr	GPE	384
george soros	PERSON	380
poland	GPE	384
germany	GPE	384
ussr	GPE	384
ukrainian	NORP	381
russia	GPE	384
russia	GPE	384
britain	GPE	384
hong kong	GPE	384
russias inf tre	PERSON	380
russias inf tre	PERSON	380
russias inf tre	PERSON	380
ussr	GPE	384
world war ii	EVENT	387
north crimean canal	LOC	385
russia	GPE	384
russian	NORP	381
european	NORP	381
gaddafi	PERSON	380
baltic	NORP	381
territo	GPE	384
moscow	GPE	384
alexievich conf	PERSON	380
navalny	ORG	383
west fifth	LOC	385
wada	GPE	384
baltic	NORP	381
baltic	NORP	381
soviet	NORP	381
ukraine	GPE	384
ukraine	GPE	384
soviet	NORP	381
ukraine	GPE	384
scotland yard	ORG	383
nato	ORG	383
yugosla	GPE	384
un	ORG	383
un	ORG	383
un	ORG	383
un	ORG	383
ukrainian army	ORG	383
years	DATE	391
eu	ORG	383
russian	NORP	381
nato	ORG	383
nato	ORG	383
russia	GPE	384
mh	PERSON	380
russia	GPE	384
nazis	ORG	383
vatican	GPE	384
nazis	ORG	383
london	GPE	384
moscow	GPE	384
ukrainian	NORP	381
zel	PERSON	380
belarusians	NORP	381
russians	NORP	381
belarusians	NORP	381
europe	LOC	385
erdogan	PERSON	380
russian	LANGUAGE	389
poland	GPE	384
john mccai	PERSON	380
russia	GPE	384
brussels	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
americans	NORP	381
million	CARDINAL	397
vietnamese	NORP	381
nato	ORG	383
polish	NORP	381
poland	GPE	384
lithuania	GPE	384
estonia	GPE	384
russian	NORP	381
nato	ORG	383
orthodox church	ORG	383
poroshenko saakashvili	PERSON	380
russia	GPE	384
ukraine	GPE	384
russia	GPE	384
inf treaty evid	PERSON	380
inf treaty	WORK_OF_ART	388
ukraine	GPE	384
west russia	GPE	384
inf treaty lie	PERSON	380
schengen visa	ORG	383
russia	GPE	384
russia	GPE	384
inf treaty pretext	PERSON	380
senate	ORG	383
russian	NORP	381
russia	GPE	384
british	NORP	381
inf treaty p	PERSON	380
russia	GPE	384
usa gravedigger inf treaty	PRODUCT	386
russia	GPE	384
west	LOC	385
west	LOC	385
west	LOC	385
naftogaz	NORP	381
ukraine	GPE	384
thousands	CARDINAL	397
pentagon	ORG	383
russian	NORP	381
second	ORDINAL	396
ukraine	GPE	384
georgia	GPE	384
washington	GPE	384
washington	GPE	384
washington	GPE	384
washington	GPE	384
russia	GPE	384
russia	GPE	384
years	DATE	391
malaysia	GPE	384
mh	PERSON	380
russian	NORP	381
serbia	GPE	384
russian	NORP	381
inf treaty ru	PERSON	380
uk	GPE	384
venezuela	GPE	384
july	DATE	391
venezuela	GPE	384
july	DATE	391
uk	GPE	384
civil war cold war police terror prison	EVENT	387
nato	ORG	383
turkey nato pla	EVENT	387
eu	ORG	383
brussels ag	ORG	383
russia	GPE	384
zionist	NORP	381
eu	ORG	383
nato	ORG	383
ukraine	GPE	384
bulgarians	NORP	381
[mh malaysian boeing	PERSON	380
poland baltics united states	ORG	383
norway	GPE	384
russia	GPE	384
russian	NORP	381
ukraine	GPE	384
russian	NORP	381
ukraine	GPE	384
russian	NORP	381
ukraine	GPE	384
polish	NORP	381
red army	ORG	383
united states	GPE	384
ukrainian	NORP	381
req	ORG	383
eu	ORG	383
poland	GPE	384
uk conservative party	ORG	383
russia	GPE	384
baltic	NORP	381
estab	PERSON	380
russia	GPE	384
nato	ORG	383
european	NORP	381
ukrainian	NORP	381
ukrainian	NORP	381
paedophilia	GPE	384
argentina	GPE	384
bl	GPE	384
argentina	GPE	384
bl	GPE	384
argentina	GPE	384
bl	GPE	384
poland pisudski regime	FAC	9191306739292312949
ukrainian	NORP	381
nationalists	NORP	381
russian	NORP	381
middle east	LOC	385
ukraine	GPE	384
wikileaks	NORP	381
wikileaks	NORP	381
nazi	NORP	381
nazi	NORP	381
donbas	GPE	384
neonazis	NORP	381
nazis power	ORG	383
ukraine nazis power ukraine	ORG	383
ukrainian	NORP	381
ukraine	GPE	384
ukraine	GPE	384
un	ORG	383
venezuela	GPE	384
germany	GPE	384
muslim	NORP	381
germany	GPE	384
nato	ORG	383
russia	GPE	384
polish	NORP	381
antirussian	NORP	381
european	NORP	381
russophob	GPE	384
nato	ORG	383
russia	GPE	384
east nato p	EVENT	387
syria	GPE	384
syria	GPE	384
syria	GPE	384
syria	GPE	384
syria	GPE	384
syria	GPE	384
nato	ORG	383
european	NORP	381
baku yerevan	PERSON	380
eu	ORG	383
american	NORP	381
nato	ORG	383
american	NORP	381
moon	PERSON	380
eu	ORG	383
eu	ORG	383
russia	GPE	384
ukraine	GPE	384
russia	GPE	384
hong kong	GPE	384
mh	PERSON	380
russia	GPE	384
ukrainian	NORP	381
russian	NORP	381
russian	NORP	381
syria	GPE	384
russian	NORP	381
russia	GPE	384
destr	ORG	383
russia	GPE	384
syria	GPE	384
nato	ORG	383
europe	LOC	385
inf treaty	PRODUCT	386
mh	PERSON	380
antirussian	NORP	381
european council	ORG	383
ussr	GPE	384
poland	GPE	384
stalin so	PERSON	380
ukrainian	NORP	381
russia	GPE	384
inf	PERSON	380
british	NORP	381
russia	GPE	384
polish	NORP	381
nazis ukraine	ORG	383
russia	GPE	384
democratic party	ORG	383
ukrainian	NORP	381
russophobia	ORG	383
ukraine russopho	PERSON	380
finland	GPE	384
eu feasibili	PERSON	380
biden nato	ORG	383
russia	GPE	384
ukraine	GPE	384
russia	GPE	384
ukrainian	NORP	381
nato	ORG	383
russian	NORP	381
ukrainian	NORP	381
russian	NORP	381
uk	GPE	384
west dreams	GPE	384
russia	GPE	384
antirussian	NORP	381
georgia	GPE	384
nato	ORG	383
polish	NORP	381
german	NORP	381
polish	NORP	381
german	NORP	381
polish	NORP	381
german	NORP	381
western	NORP	381
russia	GPE	384
russia	GPE	384
ukrainian	NORP	381
ukraine	GPE	384
nato	ORG	383
ukraine	GPE	384
europe	LOC	385
nato	ORG	383
ukraine	GPE	384
george soros destabilises	PERSON	380
russias	PERSON	380
m missile	PRODUCT	386
inf treaty ru	PRODUCT	386
wada	GPE	384
russian	NORP	381
british	NORP	381
eu	ORG	383
eu	ORG	383
eu	ORG	383
putin	PERSON	380
ukrainian	NORP	381
von der leyen	PERSON	380
eu s use	PRODUCT	386
russian	LANGUAGE	389
russian	LANGUAGE	389
russian	LANGUAGE	389
georgia	GPE	384
ukraine external control	ORG	383
years	DATE	391
ukraine	GPE	384
nato	ORG	383
nato de...	ORG	383
russia	GPE	384
ukraine	GPE	384
antirussian	NORP	381
georgia	GPE	384
united states	GPE	384
ukraine	GPE	384
west keeps	LOC	385
joseph goebbels tip	PERSON	380
american	NORP	381
washington	GPE	384
ukraine	GPE	384
april	DATE	391
ukrainian	NORP	381
ukraine	GPE	384
april	DATE	391
ukrainian	NORP	381
ukraine	GPE	384
april	DATE	391
ukrainian	NORP	381
soros	PERSON	380
george soros	PERSON	380
european	NORP	381
josep borrel	PERSON	380
russia	GPE	384
russia	GPE	384
poland	GPE	384
antirussian	NORP	381
uni	ORG	383
ukraine	GPE	384
state nato	ORG	383
russia	GPE	384
uk	GPE	384
estonia	GPE	384
russian	NORP	381
estonia	GPE	384
russian	NORP	381
estonia	GPE	384
russian	NORP	381
estonia	GPE	384
russian	NORP	381
estonia	GPE	384
russian	NORP	381
orthodox church ukraine	ORG	383
orthodox church ukraine	ORG	383
orthodox church ukraine	ORG	383
europe	LOC	385
national army	ORG	383
mol	PERSON	380
national army	ORG	383
mol	PERSON	380
american	NORP	381
new york	GPE	384
russian	NORP	381
ukraine	GPE	384
russia	GPE	384
russia	GPE	384
china	GPE	384
poland	GPE	384
poland	GPE	384
inf	PERSON	380
west	NORP	381
antirussian	NORP	381
washington	GPE	384
ukraine	GPE	384
baltic	NORP	381
eu	ORG	383
eu	ORG	383
russia	GPE	384
russia	GPE	384
ukraine russian	NORP	381
nationa	PERSON	380
malaysia	GPE	384
mh	PERSON	380
estonian	NORP	381
russian	NORP	381
estonian	NORP	381
russian	NORP	381
estonian	NORP	381
russian	NORP	381
estonian	NORP	381
russian	NORP	381
estonian	NORP	381
russian	NORP	381
estonian	NORP	381
russian	NORP	381
eu	ORG	383
ukraine	GPE	384
maidan	GPE	384
ukraine	GPE	384
european	NORP	381
npp	PERSON	380
georgia rehearsal colour revolut	ORG	383
nato	ORG	383
russian	NORP	381
ukrainian	NORP	381
russia	GPE	384
mili	PERSON	380
ukraine	GPE	384
donbas con	PERSON	380
nd	ORG	383
uk embassy finance	ORG	383
ukraine	GPE	384
germany	GPE	384
lithuania	GPE	384
ukraine	GPE	384
antirussian	NORP	381
western	NORP	381
georgian	NORP	381
georgia coup	ORG	383
georgia	GPE	384
georgia	GPE	384
georgia	GPE	384
ukrainian	NORP	381
nato	ORG	383
russia	GPE	384
eu	ORG	383
ukraine	GPE	384
ukrainian	NORP	381
polish	NORP	381
poland	GPE	384
nato	ORG	383
russia	GPE	384
inf	PERSON	380
russia	GPE	384
inf	PERSON	380
eu	ORG	383
nato	ORG	383
georgia russophobic provocation	ORG	383
nato	ORG	383
russia	GPE	384
cia	ORG	383
nato	ORG	383
ukraine	GPE	384
nato	ORG	383
ukraine	GPE	384
crimean	NORP	381
russia	GPE	384
south america	LOC	385
hong kong	GPE	384
hong kongs	GPE	384
osce	PERSON	380
russia	GPE	384
baltic	NORP	381
american	NORP	381
russia	GPE	384
donbas	GPE	384
nato	ORG	383
russia	GPE	384
eastern	ORG	383
ukraine	GPE	384
russia	GPE	384
fbi	ORG	383
cia	ORG	383
nsa	PRODUCT	386
pentagon	ORG	383
ukraine	GPE	384
belarusian	NORP	381
ukraine	GPE	384
mh khashoggi	PERSON	380
georgia	GPE	384
german	NORP	381
french	NORP	381
german	NORP	381
french	NORP	381
german	NORP	381
french	NORP	381
second	ORDINAL	396
cia	ORG	383
nato	ORG	383
russian	NORP	381
russia mh	PERSON	380
ukrainian institute national remembrance	ORG	383
mueller	PERSON	380
russian	NORP	381
sweden	GPE	384
swedish	NORP	381
wada	GPE	384
russia	GPE	384
ukraine	GPE	384
nathalie l...	PERSON	380
georgia larger	ORG	383
cia de...	ORG	383
georgia	GPE	384
joe biden	PERSON	380
georgia joe biden	PERSON	380
george soros destroying	PERSON	380
armenian	NORP	381
european union	ORG	383
eu moldovan	ORG	383
georgia	GPE	384
ukrainian	NORP	381
[mh   buk	PERSON	380
ukrainian	NORP	381
manu	PERSON	380
mh buk	PERSON	380
ukraine times	ORG	383
ussr	GPE	384
russia w	GPE	384
georgia	GPE	384
antirussian	NORP	381
mh	PERSON	380
russia	GPE	384
russian	NORP	381
nato	ORG	383
eu	ORG	383
eastern european	NORP	381
nato	ORG	383
poland	GPE	384
russia	GPE	384
russia	GPE	384
ukrainian army	ORG	383
antirussian	NORP	381
acc	PERSON	380
ukraine	GPE	384
zelenskyy control	PERSON	380
ukrainian	NORP	381
west allies	LOC	385
poland	GPE	384
june	DATE	391
poland	GPE	384
russia	GPE	384
nato	ORG	383
yugoslavia	GPE	384
usa	ORG	383
russia nato	ORG	383
russian	NORP	381
mh crash	PERSON	380
mh	PERSON	380
european	NORP	381
hundreds	CARDINAL	397
russia party	ORG	383
ukraine	GPE	384
russia	GPE	384
eu	ORG	383
ukraine	GPE	384
western	NORP	381
ukraine	GPE	384
mh	PERSON	380
ukrainian	NORP	381
cas	PERSON	380
russia	GPE	384
donbas	PERSON	380
european	NORP	381
donbas norm	PERSON	380
donbas norm	PERSON	380
ukrainians	NORP	381
british	NORP	381
cia	ORG	383
georgia	GPE	384
american	NORP	381
eu	ORG	383
eu	ORG	383
russia	GPE	384
poland	GPE	384
today	DATE	391
donbas	PERSON	380
eu	ORG	383
campai	PERSON	380
eu	ORG	383
moscow	GPE	384
russian	NORP	381
russia	GPE	384
ukraine	GPE	384
moldova hybrid	PERSON	380
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
lithuania	GPE	384
ukraine	GPE	384
neonazis	NORP	381
uk	GPE	384
russia	GPE	384
france germany	GPE	384
minsk agr...	PERSON	380
poland	GPE	384
european union	ORG	383
ukraine	GPE	384
flight mh sanctions followe	PERSON	380
russia	GPE	384
poland	GPE	384
ukrainian	NORP	381
new usa giv	GPE	384
russia	GPE	384
european	NORP	381
nicolas madu	PERSON	380
ukraine	GPE	384
lie kiev	PERSON	380
soviets	NORP	381
uk	GPE	384
chernobyl series	EVENT	387
antisoviet propa	PERSON	380
ukrainian	NORP	381
ukraine	GPE	384
donbas donbas re	PERSON	380
donbas donbas re	PERSON	380
donbas donbas re	PERSON	380
ukraine $ million war	MONEY	394
washington financed	ORG	383
civil war donbas	EVENT	387
nato	ORG	383
nato	ORG	383
russia	GPE	384
ukraine	GPE	384
hungary	GPE	384
russian	NORP	381
hungary	GPE	384
hungary	GPE	384
russian	NORP	381
hungary	GPE	384
hungary	GPE	384
russian	NORP	381
hungary	GPE	384
russian	NORP	381
ukraine	GPE	384
italy punished european commission	ORG	383
bury nuclear wast	ORG	383
bury nuclear wast	ORG	383
bury nuclear wast	ORG	383
bury nuclear wast	ORG	383
bury nuclear wast	ORG	383
bury nuclear wast	ORG	383
united states	GPE	384
poland	GPE	384
russia	GPE	384
zelenskyy	PERSON	380
zelenskyy	PERSON	380
zelenskyy	PERSON	380
zelenskyy	PERSON	380
washington denmark	GPE	384
eastern partnership	ORG	383
nazism	NORP	381
russia	GPE	384
eu	ORG	383
germany	GPE	384
jewish	NORP	381
ukraine	PERSON	380
british	NORP	381
euromaidan coup	ORG	383
victoria nuland	ORG	383
ukraine	GPE	384
marijuana prostitution l...	ORG	383
france	GPE	384
dictatorshi	PERSON	380
europe european	LOC	385
russian	LANGUAGE	389
germans	NORP	381
ukraine	GPE	384
ukraine	GPE	384
ukrainian	NORP	381
western	NORP	381
douma chemical atta	PERSON	380
polish	NORP	381
russia	GPE	384
english	LANGUAGE	389
london	GPE	384
russian	NORP	381
kazakhstan	GPE	384
moscow	GPE	384
ukraine	GPE	384
ukraine prorussian	NORP	381
russian	NORP	381
russian	NORP	381
belarusians russians	NORP	381
austria cia	PERSON	380
russia	GPE	384
[soros foundation	ORG	383
eu	ORG	383
georgia	GPE	384
georgia	GPE	384
ukraine	GPE	384
ukraine	GPE	384
nato	ORG	383
eu	PRODUCT	386
american	NORP	381
assists	NORP	381
russia	GPE	384
europe	LOC	385
ukrainian	NORP	381
polish	NORP	381
ukraine	GPE	384
russian	NORP	381
eurasian	NORP	381
eurasian	NORP	381
russia	GPE	384
russia	GPE	384
russia	GPE	384
russia	GPE	384
ukrainian	NORP	381
conspired zelenskyy ukr	PERSON	380
georgian	NORP	381
nato	ORG	383
yugoslavia	GPE	384
europe	LOC	385
ukraine	GPE	384
europe	LOC	385
allrussian	NORP	381
germany american	NORP	381
inf	PERSON	380
ukraine	GPE	384
mh	PERSON	380
mh	PERSON	380
moldova ukraine	PERSON	380
georgia	GPE	384
eu	ORG	383
eu	ORG	383
russian	NORP	381
eu	ORG	383
ukraine	GPE	384
russia west	GPE	384
islam	ORG	383
europe	LOC	385
soros sebastian kurz	PERSON	380
frie	PERSON	380
russian	NORP	381
salis	ORG	383
mexico cur	PERSON	380
european	NORP	381
german	NORP	381
nato	ORG	383
western ukraine	ORG	383
ukraine	GPE	384
eu	ORG	383
ukraine	GPE	384
eu	ORG	383
nato	ORG	383
belarusianrussian	NORP	381
nato	ORG	383
belarusianrussian	NORP	381
nato	ORG	383
belarusianrussian	NORP	381
kremlin	ORG	383
european union	ORG	383
britain	GPE	384
russian	NORP	381
poland	GPE	384
nato	ORG	383
eastern orthodox	LOC	385
ukraine	GPE	384
boeing mh	PERSON	380
moscow	GPE	384
ukrainian	NORP	381
sweden	GPE	384
ukraine	GPE	384
mh catastrophe	PERSON	380
ukraine	GPE	384
ukraine	GPE	384
ukrainian	NORP	381
russian	NORP	381
eu association	ORG	383
ukrainian army	ORG	383
ukrainian	NORP	381
donbas	PERSON	380
ukraine	GPE	384
victoria nuland	ORG	383
ukrainian	NORP	381
chatham	PERSON	380
eu	ORG	383
eu	ORG	383
ukraine	GPE	384
february	DATE	391
eastern partnership policy	ORG	383
russia	GPE	384
polish	NORP	381
belarusian	NORP	381
belarusian	NORP	381
west assigns	WORK_OF_ART	388
chemical	ORG	383
russian syrian	NORP	381
ukrainian	NORP	381
romanians	NORP	381
european	NORP	381
russia	GPE	384
postsov	GPE	384
poland	GPE	384
european union	ORG	383
nazi	NORP	381
european	NORP	381
european union	ORG	383
nazi	NORP	381
european	NORP	381
european union	ORG	383
nazi	NORP	381
european	NORP	381
latvian	NORP	381
eu el...	PERSON	380
russians	NORP	381
russians	NORP	381
notre dame	ORG	383
washington	GPE	384
washington	GPE	384
russia	GPE	384
russians	NORP	381
hungary mo	GPE	384
russian	NORP	381
un tribunal	ORG	383
ukrainian	NORP	381
ukraine	GPE	384
nazism	NORP	381
ukraine belarus	ORG	383
nazism	NORP	381
russia	GPE	384
russia	GPE	384
russia	GPE	384
expe	GPE	384
expe	GPE	384
expe	GPE	384
europe	LOC	385
austrian	NORP	381
european	NORP	381
donbas un	PERSON	380
ukraine external control ukraine	ORG	383
pl	GPE	384
eu	ORG	383
eu trig	GPE	384
ukrainian	NORP	381
german	NORP	381
eu	ORG	383
ge	ORG	383
europe	LOC	385
europe	LOC	385
usa	ORG	383
french	NORP	381
emmanuel macron	PERSON	380
west barbaric	GPE	384
heinzchristian	NORP	381
austria	GPE	384
austria western russoph	PERSON	380
european	NORP	381
european	NORP	381
ukraine	GPE	384
implementa	GPE	384
america	GPE	384
europeans	NORP	381
russia	GPE	384
eu	ORG	383
poroshenko corruption	ORG	383
west russo	NORP	381
baltic	NORP	381
russian	LANGUAGE	389
[germany	GPE	384
austria	GPE	384
ukrainian navy	ORG	383
russia	GPE	384
russian	NORP	381
western	NORP	381
regime estonia	GPE	384
ukraine	GPE	384
stalin poland	PERSON	380
german	NORP	381
danz	PERSON	380
strachescandal security services austria	ORG	383
ukraine	GPE	384
antirussia project ukraine	ORG	383
years	DATE	391
eastern	NORP	381
